series,episode,baker,baker_last_name,baker_age,baker_occupation,hometown,signature_bake,technical,show_stopper,result
1,1,Annetha,Mills,30,Midwife,Essex,Light Jamaican Black Cakewith Strawberries and Cream,2,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",IN
1,1,David,Chambers,31,Entrepreneur,Milton Keynes,Chocolate Orange Cake,3,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",IN
1,1,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,Caramel Cinnamon and Banana Cake,1,N/A,IN
1,1,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,Fresh Mango and Passion Fruit Hummingbird Cake,NA,N/A,IN
1,1,Jonathan,Shepherd,25,Research Analyst,St Albans,Carrot Cake with Lime and Cream Cheese Icing,9,Three Tiered White and Dark Chocolate with Almond and Cherry,IN
1,1,Louise,Brimelow,44,Police Officer,Manchester,Carrot and Orange Cake,NA,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",IN
1,1,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Triple Layered Brownie Meringue Cake
with Raspberry Cream",8,Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,IN
1,1,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire",Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,NA,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,IN
1,1,Lea,Harris,51,Retired,"Midlothian, Scotland",Cranberry and Pistachio Cakewith Orange Flower Water Icing,10,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,OUT
1,1,Mark,Whithers,48,Bus Driver,South Wales,Sticky Marmalade Tea Loaf,NA,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,OUT
1,2,David,Chambers,31,Entrepreneur,Milton Keynes,Cheddar Cheese and Fresh Rosemary Biscuits,8,Choux Pastry Swans  Chocolate Profiteroles,IN
1,2,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,Oatmeal Raisin Cookie,6,Pink Macarons,IN
1,2,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,Millionaires' Shortbread,2,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,IN
1,2,Jonathan,Shepherd,25,Research Analyst,St Albans,Honey and Candied Ginger Cookies,1,Meringues with Whiskey Cream,IN
1,2,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Fresh Vanilla Biscuits with Royal Icing,3,Pistachio Macarons,IN
1,2,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire",Peanut Shortbread withSalted Peanut Caramel,5,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,IN
1,2,Annetha,Mills,30,Midwife,Essex,Rose Petal Shortbread,7,Pink Swirl Macarons / Eclairs,OUT
1,2,Louise,Brimelow,44,Police Officer,Manchester,Stained Glass Window Shortbread,4,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",OUT
1,2,Lea,Harris,51,Retired,"Midlothian, Scotland",NA,NA,NA,NA
1,2,Mark,Whithers,48,Bus Driver,South Wales,NA,NA,NA,NA
1,3,David,Chambers,31,Entrepreneur,Milton Keynes,Chilli Bread,4,"Walnut and Seed Roll
Red Berry and Almond Bun",IN
1,3,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,Olive Bread,1,Tomato and Mozzarella,IN
1,3,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,Focaccia,5,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",IN
1,3,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Walnut and Apricot Bread,3,"Lemon Iced Buns
Chocolate and Orange Buns",IN
1,3,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire",Maple and Pecan Bread,2,"Chocolate and Orange Panettone
Cranberry Bagels",IN
1,3,Jonathan,Shepherd,25,Research Analyst,St Albans,"Anchovy, Sweet Paprika and Oregano Bread",6,"Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",OUT
1,3,Annetha,Mills,30,Midwife,Essex,NA,NA,NA,NA
1,3,Lea,Harris,51,Retired,"Midlothian, Scotland",NA,NA,NA,NA
1,3,Louise,Brimelow,44,Police Officer,Manchester,NA,NA,NA,NA
1,3,Mark,Whithers,48,Bus Driver,South Wales,NA,NA,NA,NA
1,4,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,Apple and Plum Pudding,3,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",IN
1,4,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,2,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",IN
1,4,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Sticky Toffee Pudding,1,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",IN
1,4,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire",Peach and Blueberry Boy Bait,4,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",IN
1,4,David,Chambers,31,Entrepreneur,Milton Keynes,Pear and Walnut Pudding,5,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",OUT
1,4,Annetha,Mills,30,Midwife,Essex,NA,NA,NA,NA
1,4,Jonathan,Shepherd,25,Research Analyst,St Albans,NA,NA,NA,NA
1,4,Lea,Harris,51,Retired,"Midlothian, Scotland",NA,NA,NA,NA
1,4,Louise,Brimelow,44,Police Officer,Manchester,NA,NA,NA,NA
1,4,Mark,Whithers,48,Bus Driver,South Wales,NA,NA,NA,NA
1,5,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,"Chicken, Ham, Leek and Tarragon Pie",2,"Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",IN
1,5,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Summery Salmon, Cod and Prawn Fish Pie",1,"Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",IN
1,5,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire",Minced Beef Pie,3,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",IN
1,5,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,Chicken and Mushroom Pie,4,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",OUT
1,5,Annetha,Mills,30,Midwife,Essex,NA,NA,NA,NA
1,5,David,Chambers,31,Entrepreneur,Milton Keynes,NA,NA,NA,NA
1,5,Jonathan,Shepherd,25,Research Analyst,St Albans,NA,NA,NA,NA
1,5,Lea,Harris,51,Retired,"Midlothian, Scotland",NA,NA,NA,NA
1,5,Louise,Brimelow,44,Police Officer,Manchester,NA,NA,NA,NA
1,5,Mark,Whithers,48,Bus Driver,South Wales,NA,NA,NA,NA
1,6,Miranda,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Lemon Cupcake,NA,Eliminated after signature,Runner-up
1,6,Ruth,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire","Mint, Ginger and Blackberry Cake",NA,NA,Runner-up
1,6,Edd,Kimber,24,Debt collector for Yorkshire Bank,Bradford,Cinnamon and Banana Cake,NA,NA,WINNER
1,6,Annetha,Mills,30,Midwife,Essex,NA,NA,NA,NA
1,6,David,Chambers,31,Entrepreneur,Milton Keynes,NA,NA,NA,NA
1,6,Jasminder,Randhawa,45,Assistant Credit Control Manager,Birmingham,NA,NA,NA,NA
1,6,Jonathan,Shepherd,25,Research Analyst,St Albans,NA,NA,NA,NA
1,6,Lea,Harris,51,Retired,"Midlothian, Scotland",NA,NA,NA,NA
1,6,Louise,Brimelow,44,Police Officer,Manchester,NA,NA,NA,NA
1,6,Mark,Whithers,48,Bus Driver,South Wales,NA,NA,NA,NA
2,1,Ben,Frazer,31,Graphic Designer,Northampton,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,2,Vanilla Sponge with White Chocolate and Raspberry Buttercream,IN
2,1,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Apple and Cinnamon Cupcakes,10,UNKNOWN,IN
2,1,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Raspberry and Cream Cupcakes,8,Chocolate Marble Cakewith Dark and White Chocolate Truffles,IN
2,1,Jason,White,19,Civil Engineering Student,Croydon,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,6,UNKNOWN,IN
2,1,Joanne,NA,NA,NA,NA,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,11,Chocolate and Strawberry Cake,IN
2,1,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Banoffee Cupcakes,4,Chocolate and Raspberry Opera cake,IN
2,1,Robert,Billington,25,Photographer,London,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,3,Genoise Layered Mousse Cakewith Chocolate Ganache,IN
2,1,Simon,Blackwell,31,Rugby Coach,Norfolk,Guinness and Chocolate Cupcakes,9,Two-Tiered Chocolate Courgette Cake,IN
2,1,Urvashi,Roe,40,Head of Marketing,"Enfield, London",Cherry Blossom CupcakesJapanese Lime Cupcakes,7,UNKNOWN,IN
2,1,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Cardamom and Pomegranate Cupcakes,5,UNKNOWN,IN
2,1,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",Earl Grey Cupcakes,12,Chocolate and Sour Cream Cake,OUT
2,1,Holly,Bell,31,Advertising executive,Leicester,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,1,UNKNOWN,STAR BAKER
2,2,Ben,Frazer,31,Graphic Designer,Northampton,"Chorizo, Pepper and Gruyere Quiche",1,Lemon Meringue Tarts,IN
2,2,Holly,Bell,31,Advertising executive,Leicester,Pesto Quiche,4,Milk Chocolate and Pistachio TartsTrifle Tarts,IN
2,2,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",2,UNKNOWN,IN
2,2,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Quiche Printanière,8,Red Fruit TartsChocolate and Cherry Tarts,IN
2,2,Joanne,NA,NA,NA,NA,"Caramelised Onion, Gruyere and Thyme Quiche",10,Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust,IN
2,2,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire","Roasted Cauliflower, Cheese andCaramelised Onion Quiche",9,Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,IN
2,2,Robert,Billington,25,Photographer,London,Smoked Bacon and Kale Quiche,5,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",IN
2,2,Urvashi,Roe,40,Head of Marketing,"Enfield, London","Crab, Coriander and Coconut Quiche",7,Strawberry and Basil TartsElderflower and Honeycomb Tarts,IN
2,2,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Smoked Haddock and Watercress Quiche,6,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,IN
2,2,Simon,Blackwell,31,Rugby Coach,Norfolk,Smoked Haddock and Watercress Quiche,11,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",OUT
2,2,Jason,White,19,Civil Engineering Student,Croydon,Salmon and Pak Choi Quiche,3,Mint Chocolate Tarts Blueberry Bakewell Tarts,STAR BAKER
2,2,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,3,Ben,Frazer,31,Graphic Designer,Northampton,"Walnut, Raisin and Rosemary Loaf",3,UNKNOWN,IN
2,3,Holly,Bell,31,Advertising executive,Leicester,Picnic Loaf,6,Stilton and Walnut Rolls,IN
2,3,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Zupfe Loaf with Gruyère Cheese,8,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,IN
2,3,Jason,White,19,Civil Engineering Student,Croydon,Cheese and Onion Tear and Share Loaf,7,UNKNOWN,IN
2,3,Joanne,NA,NA,NA,NA,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",1,Unknown,IN
2,3,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Ploughman's Loaf,5,Herb and Walnut BreadsChocolate and Chilli Buns,IN
2,3,Robert,Billington,25,Photographer,London,Rye and Coriander Seed Loaf,4,Blueberry Brioche RollsLemon and Poppy Seed Rolls,IN
2,3,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire","Courgette, Caerphilly Cheese and Thyme Loaf",10,Walnut and Raisin RollsCracked Wheat Logs,OUT
2,3,Urvashi,Roe,40,Head of Marketing,"Enfield, London",Salt and Peppercorn Loaf,9,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,OUT
2,3,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Egyptian Dukkah Loaf with Mixed Spices,2,"Pesto Bread
Sweet Coconut Rolls",STAR BAKER
2,3,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,3,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,4,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Christmas Marzipan Biscuits,4,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",IN
2,4,Joanne,NA,NA,NA,NA,Lavender Biscuits,8,Blueberry MacaronsCoconut MacaronsStrawberry Macarons,IN
2,4,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Melting Moments,2,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,IN
2,4,Robert,Billington,25,Photographer,London,Chocolate and Ginger Oat Biscuits,7,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,IN
2,4,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Chocolate Chip and Pistachio Biscotti,6,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,IN
2,4,Ben,Frazer,31,Graphic Designer,Northampton,Stem Ginger Nuts,5,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,OUT
2,4,Holly,Bell,31,Advertising executive,Leicester,Strawberry and Custard Melts,3,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",STAR BAKER
2,4,Jason,White,19,Civil Engineering Student,Croydon,Lebkuchen,1,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",STAR BAKER
2,4,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA,NA,NA
2,4,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,4,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,4,Urvashi,Roe,40,Head of Marketing,"Enfield, London",NA,NA,NA,NA
2,5,Holly,Bell,31,Advertising executive,Leicester,"Stilton, Potato and Caramelised Onion Pie",4,Lime Meringue Pie,IN
2,5,Joanne,NA,NA,NA,NA,Salmon and Asparagus Pie,6,Apple and Raspberry Meringue Pie,IN
2,5,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Chicken and Bacon Pie,2,Midnight Meringue,IN
2,5,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Family Fish Pie,5,Peach and Raspberry Meringue Pie,IN
2,5,Jason,White,19,Civil Engineering Student,Croydon,Brown Down Chicken Pie,7,Plum Meringue Pie,OUT
2,5,Robert,Billington,25,Photographer,London,Chicken and Mushroom Pie,3,Rhubarb and Custard Meringue Pie,OUT
2,5,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Chicken and Chestnut Pie,1,Rhubarb Meringue Pie,STAR BAKER
2,5,Ben,Frazer,31,Graphic Designer,Northampton,NA,NA,NA,NA
2,5,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA,NA,NA
2,5,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,5,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,5,Urvashi,Roe,40,Head of Marketing,"Enfield, London",NA,NA,NA,NA
2,6,Holly,Bell,31,Advertising executive,Leicester,Father Christmas' Baked Cheesecake,3,Hansel and Gretel's Croquembouche,IN
2,6,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Rhubarb and Ginger Baked Cheesecake,5,Orange and Nougatine Croquembouche,IN
2,6,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Tutti Fruitti Curd Baked Cheesecake,4,Orange and Praline Croquembouche with Cardamom Caramel,IN
2,6,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",Baked Amaretto Cheesecake,2,Rose Croquembouche,OUT
2,6,Joanne,NA,NA,NA,NA,Rum and Raisin Baked Cheesecake,1,Limoncello and White Chocolate Croquembouche,STAR BAKER
2,6,Ben,Frazer,31,Graphic Designer,Northampton,NA,NA,NA,NA
2,6,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA,NA,NA
2,6,Jason,White,19,Civil Engineering Student,Croydon,NA,NA,NA,NA
2,6,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,6,Robert,Billington,25,Photographer,London,NA,NA,NA,NA
2,6,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,6,Urvashi,Roe,40,Head of Marketing,"Enfield, London",NA,NA,NA,NA
2,7,Holly,Bell,31,Advertising executive,Leicester,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake",1,"Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",IN
2,7,Joanne,NA,NA,NA,NA,Raspberry & Strawberry Mousse Cake,3,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries,IN
2,7,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Chocolate and Orange Mousse Cake,2,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,IN
2,7,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Chocolate Amaretto Mousse Cake,4,Pain Aux RaisinPlain CroissantPain Au Chocolat,OUT
2,7,Ben,Frazer,31,Graphic Designer,Northampton,NA,NA,NA,NA
2,7,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA,NA,NA
2,7,Jason,White,19,Civil Engineering Student,Croydon,NA,NA,NA,NA
2,7,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,7,Robert,Billington,25,Photographer,London,NA,NA,NA,NA
2,7,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,7,Urvashi,Roe,40,Head of Marketing,"Enfield, London",NA,NA,NA,NA
2,7,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",NA,NA,NA,NA
2,8,Holly,Bell,31,Advertising executive,Leicester,Banoffee Inspired Mille Feuille,2,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,Runner-up
2,8,Mary-Anne,Boermans,45,Housewife,"Kidderminster, Worcestershire",Lemon and Ginger Mille Feuille,3,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,Runner-up
2,8,Joanne,NA,NA,NA,NA,Raspberry and Blueberry Mille Feuille,1,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse",WINNER
2,8,Ben,Frazer,31,Graphic Designer,Northampton,NA,NA,NA,NA
2,8,Ian,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA,NA,NA
2,8,Janet,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",NA,NA,NA,NA
2,8,Jason,White,19,Civil Engineering Student,Croydon,NA,NA,NA,NA
2,8,Keith,Batsford,31,House husband,"Arlesey, Bedfordshire",NA,NA,NA,NA
2,8,Robert,Billington,25,Photographer,London,NA,NA,NA,NA
2,8,Simon,Blackwell,31,Rugby Coach,Norfolk,NA,NA,NA,NA
2,8,Urvashi,Roe,40,Head of Marketing,"Enfield, London",NA,NA,NA,NA
2,8,Yasmin,Limbert,43,Childminder,"West Kirby, The Wirral",NA,NA,NA,NA
3,1,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,"Plum, Sour Cherry & Walnut",10,UNKNOWN,IN
3,1,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","Apple, Hazelnut and Calvados",5,Hidden Cupcake Cake,IN
3,1,Danny,Bryden,45,Intensive care consultant,Sheffield,"Plum, Ginger & Orange",7,UNKNOWN,IN
3,1,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Parsnip, Pear, and Pecan",2,"""Simmer Dim"" Sunset Cake",IN
3,1,John,Whaite,22,Law student,Wigan,"Toffee Apple, Orange & Cranberry",11,Hidden Pink Hearts Cake,IN
3,1,Manisha,Parmar,27,Nursery nurse,Leicester,"Vanilla, Peach and Raspberry",6,White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,IN
3,1,Peter,Maloney,43,Sales manager,"Windsor, Berkshire","Pear, Muscat & Chocolate",3,Jubilee Cake,IN
3,1,Ryan,Chong,38,Photographer,Bristol,Kumquat and Orange Polenta,8,Hidden Flowerbed Mousse Cake,IN
3,1,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex","Pear, Chocolate and Hazelnut",1,Hidden Crown Cake,IN
3,1,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Tomato and Ginger,9,Lemon and Pistachio Union Flag Cake,IN
3,1,Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",Pineapple & Passion Fruit,12,Mother's Day Layered Rose Cake,OUT
3,1,Victoria,Chester,50,CEO of the charity Plantlife,Somerset,Pear and Pecan,4,Blackbird Pie Cake,STAR BAKER
3,2,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Middle Eastern Taboon BreadIndian Rotis,4,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",IN
3,2,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","Spiced Mango NaanLime, Coriander and Chilli Tortillas",8,"Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",IN
3,2,Danny,Bryden,45,Intensive care consultant,Sheffield,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,3,UNKNOWN,IN
3,2,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones",2,"Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",IN
3,2,Manisha,Parmar,27,Nursery nurse,Leicester,Indian FlatbreadsItalian Flatbreads,6,UNKNOWN,IN
3,2,Ryan,Chong,38,Photographer,Bristol,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,5,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",IN
3,2,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Toasted Coconut and Lime RotisOatcakes,10,UNKNOWN,IN
3,2,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Bombay BreadChorizo and Spring Onion Naan,9,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",IN
3,2,Victoria,Chester,50,CEO of the charity Plantlife,Somerset,Coriander and Lemon NaanGarlic and Parsnip Chapatis,7,"Saffron and Golden Raisin Bagels
Porcini Bagels",IN
3,2,Peter,Maloney,43,Sales manager,"Windsor, Berkshire",Fennel and Nigella Seed NaanBannock Bread,11,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",OUT
3,2,John,Whaite,22,Law student,Wigan,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas",1,"Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",STAR BAKER
3,2,Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA,NA
3,3,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Apple and Ginger Tarte Tatin,9,"Blackberry, Nectarine and Dragon Fruit Tart",IN
3,3,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","Plum, Cherry and Five Spice Tarte Tatin",3,"Raspberry, Pistachio and Lemon Tart",IN
3,3,Danny,Bryden,45,Intensive care consultant,Sheffield,Savoury Pear and Roquefort Tarte Tatin,2,"Pineapple, Coconut and Frangipane Tart",IN
3,3,John,Whaite,22,Law student,Wigan,Apple and Vanilla Tarte Tatin with Walnut Praline,6,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",IN
3,3,Manisha,Parmar,27,Nursery nurse,Leicester,"Cinnamon, Apple and Pear Tarte Tatin",10,Rum and Tropical Fruit Tart,IN
3,3,Ryan,Chong,38,Photographer,Bristol,Spiced Pear Tarte Tatin,5,UNKNOWN,IN
3,3,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Caramelised Banana Tarte Tatin,8,French Apple Tart with Blackberry and Cassis Jam,IN
3,3,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Pear and Almond Tarte Tatin,7,Raspberry Triple Chocolate Layered Tart,IN
3,3,Victoria,Chester,50,CEO of the charity Plantlife,Somerset,"Fig, Walnut and Pink Peppercorn Tarte Tatin",4,Tropical Fruit Tart with Black Pepper Crust,OUT
3,3,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Apple and Lavender Tarte Tatin,1,"Rose, Lychee and Raspberry Fruit Tart",STAR BAKER
3,3,Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",NA,NA,NA,NA
3,3,Peter,Maloney,43,Sales manager,"Windsor, Berkshire",NA,NA,NA,NA
3,4,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","White Chocolate, Macadamia and Coffee Torte",3,"Gooseberry, Almond and Honey Meringue",IN
3,4,Danny,Bryden,45,Intensive care consultant,Sheffield,"Blackberry, White Chocolate, Lemon and Elderflower Torte",2,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",IN
3,4,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Hazelnut, Chocolate and Passionfruit Torte",5,"Fig, Chestnut, Cherry and Chocolate Layered Meringue",IN
3,4,John,Whaite,22,Law student,Wigan,'Torte Noir' Black Forest Torte with Boozy Cream,6,Elderflower and Bramble Berry Pavlova,IN
